,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
257,female,group D,bachelor's degree,standard,none,married,sometimes,yes,,school_bus,05-Oct,69,64,68
258,female,group C,associate's degree,standard,none,,sometimes,yes,0,private,< 5,62,69,68
260,male,group D,high school,standard,completed,married,regularly,yes,2,school_bus,05-Oct,67,73,67
261,female,group D,master's degree,free/reduced,none,single,sometimes,no,,,> 10,73,89,88
262,male,group D,associate's degree,standard,none,single,sometimes,yes,4,,05-Oct,69,70,67
263,female,group B,associate's degree,standard,completed,single,never,yes,2,private,> 10,61,75,80
264,female,group E,high school,standard,none,married,regularly,no,2,,05-Oct,70,80,77
265,male,group D,some college,standard,completed,single,sometimes,,4,private,05-Oct,93,95,86
266,female,group C,some high school,standard,completed,single,sometimes,no,2,private,05-Oct,65,66,74
267,male,,some college,free/reduced,completed,single,sometimes,yes,4,school_bus,> 10,61,66,63
268,male,,associate's degree,free/reduced,none,,never,yes,2,,05-Oct,39,47,40
269,male,group E,,standard,none,divorced,sometimes,yes,2,private,05-Oct,91,80,82
270,female,group B,some high school,free/reduced,completed,married,regularly,yes,2,school_bus,05-Oct,48,66,66
271,female,,master's degree,standard,completed,married,sometimes,yes,,private,< 5,70,83,81
272,female,group C,,standard,none,married,never,yes,0,school_bus,05-Oct,49,62,58
274,male,group C,some high school,free/reduced,completed,married,regularly,yes,5,school_bus,05-Oct,66,60,56
275,female,group B,some high school,free/reduced,completed,married,never,yes,5,school_bus,05-Oct,39,63,59
276,female,group D,some college,standard,completed,single,never,yes,3,private,> 10,96,99,98
277,female,group E,high school,free/reduced,none,single,never,yes,4,,> 10,71,73,72
278,female,group B,associate's degree,free/reduced,none,single,sometimes,yes,4,private,< 5,41,66,58
279,male,group C,some high school,standard,completed,married,regularly,yes,1,school_bus,< 5,96,86,86
280,female,group D,bachelor's degree,standard,completed,widowed,sometimes,yes,7,private,05-Oct,80,81,86
282,female,,high school,free/reduced,completed,married,never,yes,1,private,,62,67,74
283,male,group B,some college,free/reduced,none,married,regularly,yes,2,school_bus,< 5,47,45,39
284,female,group E,associate's degree,free/reduced,none,married,never,yes,0,private,> 10,80,88,88
285,female,group A,bachelor's degree,standard,none,single,sometimes,yes,3,private,> 10,78,81,88
286,male,group D,some high school,free/reduced,none,single,sometimes,no,1,school_bus,> 10,76,70,65
287,female,group C,associate's degree,standard,none,divorced,never,no,,private,< 5,67,85,76
288,male,group E,,standard,completed,married,sometimes,no,3,school_bus,05-Oct,71,67,66
289,male,group A,high school,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,49,42,43
290,female,group D,master's degree,standard,completed,married,sometimes,yes,1,school_bus,> 10,78,86,89
291,male,group C,bachelor's degree,standard,completed,,regularly,yes,3,,> 10,85,79,85
293,female,group C,high school,standard,completed,divorced,regularly,yes,5,,05-Oct,55,60,64
294,female,group C,master's degree,free/reduced,none,single,sometimes,yes,4,school_bus,05-Oct,61,71,72
295,male,group E,some college,free/reduced,none,married,never,no,1,private,< 5,67,72,64
296,male,group C,high school,free/reduced,completed,single,sometimes,yes,2,,05-Oct,53,53,57
297,male,group D,some high school,standard,none,single,never,yes,0,school_bus,< 5,61,59,56
298,female,group C,some high school,standard,completed,single,sometimes,yes,3,school_bus,< 5,45,59,58
300,female,group E,bachelor's degree,standard,completed,married,never,yes,,private,> 10,69,78,82
301,female,group B,some college,standard,none,divorced,regularly,yes,3,private,05-Oct,63,86,86
302,female,group C,some high school,standard,none,single,never,no,1,school_bus,05-Oct,75,96,85
304,female,group C,,free/reduced,completed,married,never,no,5,private,< 5,32,51,56
305,female,group C,associate's degree,free/reduced,none,divorced,regularly,no,3,private,> 10,57,77,78
307,male,group B,master's degree,standard,none,married,sometimes,yes,2,private,05-Oct,78,63,67
308,male,group B,some high school,standard,,divorced,regularly,yes,3,school_bus,> 10,49,56,52
309,male,group E,associate's degree,standard,none,single,never,no,3,school_bus,05-Oct,97,87,87
310,female,group D,some high school,standard,none,married,regularly,no,2,private,05-Oct,66,72,64
311,female,group C,high school,standard,completed,divorced,regularly,,1,school_bus,> 10,79,83,84
312,female,group D,some college,standard,none,married,sometimes,yes,5,private,> 10,65,69,73
313,male,group C,master's degree,free/reduced,completed,married,regularly,yes,1,private,> 10,62,47,53
314,male,group B,some high school,standard,none,single,regularly,yes,0,private,< 5,78,76,72
315,female,group B,some college,standard,none,divorced,regularly,yes,1,school_bus,< 5,47,54,50
316,female,group C,some high school,standard,none,married,sometimes,yes,0,school_bus,> 10,60,66,64
317,female,group C,some high school,standard,none,married,sometimes,yes,2,private,05-Oct,65,77,68
318,female,group C,high school,standard,completed,married,regularly,no,,private,,74,100,96
319,male,,some college,standard,none,,sometimes,no,,school_bus,05-Oct,53,51,48
320,male,group D,associate's degree,free/reduced,none,single,sometimes,yes,2,school_bus,05-Oct,83,79,84
321,female,group D,associate's degree,free/reduced,completed,single,sometimes,no,4,school_bus,05-Oct,82,94,98
322,female,group D,some college,standard,none,single,regularly,yes,4,school_bus,05-Oct,70,63,70
323,female,group C,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,5,private,05-Oct,44,57,53
324,male,group B,bachelor's degree,free/reduced,completed,married,never,yes,3,,< 5,79,91,85
325,female,group D,associate's degree,standard,completed,married,never,yes,3,school_bus,> 10,69,84,86
326,male,group C,some high school,standard,completed,,sometimes,no,2,school_bus,05-Oct,73,82,74
327,female,,master's degree,standard,completed,single,regularly,yes,4,school_bus,05-Oct,75,81,80
328,female,group E,some college,free/reduced,none,married,sometimes,yes,2,private,05-Oct,55,67,61
329,male,,associate's degree,standard,none,married,sometimes,,1,private,05-Oct,51,47,47
330,female,group D,some college,standard,completed,married,sometimes,yes,2,school_bus,05-Oct,52,69,67
331,female,group C,high school,free/reduced,none,divorced,sometimes,yes,1,private,05-Oct,27,36,33
332,female,group C,associate's degree,standard,none,single,regularly,no,1,,< 5,50,65,63
333,male,group B,some college,standard,completed,married,sometimes,yes,2,private,05-Oct,81,78,82
334,male,group A,bachelor's degree,standard,none,single,sometimes,yes,0,private,05-Oct,90,78,76
335,female,group B,high school,standard,none,divorced,regularly,yes,1,private,> 10,70,69,71
336,male,group C,high school,standard,none,divorced,regularly,yes,2,school_bus,< 5,64,70,64
337,male,group C,bachelor's degree,free/reduced,completed,single,sometimes,yes,3,school_bus,05-Oct,72,77,70
338,female,group C,,free/reduced,completed,widowed,regularly,yes,1,private,< 5,61,83,86
339,female,group C,some high school,free/reduced,none,married,regularly,no,2,private,05-Oct,55,70,66
340,female,group C,high school,standard,none,married,regularly,yes,1,school_bus,05-Oct,87,95,94
341,female,group B,some college,standard,completed,married,sometimes,yes,0,private,< 5,65,70,76
342,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,0,school_bus,05-Oct,60,77,71
343,female,group D,some college,standard,none,married,sometimes,no,1,private,< 5,77,80,82
344,female,group A,some high school,standard,none,married,sometimes,no,4,school_bus,05-Oct,70,74,77
346,male,group A,bachelor's degree,standard,none,married,sometimes,no,,private,,57,58,56
347,male,group C,associate's degree,standard,completed,single,never,yes,2,school_bus,> 10,68,64,61
348,male,group C,,free/reduced,none,single,sometimes,no,3,private,< 5,42,39,37
349,male,group A,high school,standard,,divorced,regularly,yes,2,private,> 10,85,72,69
350,male,group E,high school,standard,none,married,regularly,no,3,school_bus,05-Oct,79,76,75
351,female,group C,associate's degree,free/reduced,,single,regularly,yes,3,private,> 10,65,62,65
352,female,group C,bachelor's degree,standard,none,married,regularly,no,3,school_bus,> 10,70,62,67
353,male,group D,high school,standard,completed,,sometimes,no,3,school_bus,< 5,74,71,72
354,female,group C,high school,free/reduced,none,married,regularly,yes,5,private,> 10,43,53,43
355,female,group D,high school,free/reduced,none,married,sometimes,no,2,school_bus,05-Oct,51,60,57
356,male,group C,,standard,none,single,never,yes,2,private,05-Oct,55,60,54
357,female,group C,associate's degree,standard,none,single,regularly,yes,0,private,05-Oct,84,95,97
358,female,group C,high school,free/reduced,none,married,regularly,yes,0,school_bus,< 5,51,56,58
360,female,group A,some high school,free/reduced,none,single,regularly,no,4,school_bus,05-Oct,22,30,24
361,male,group C,some high school,free/reduced,completed,divorced,regularly,yes,0,private,05-Oct,51,50,54
362,male,group E,high school,standard,completed,single,sometimes,yes,2,school_bus,< 5,81,60,64
363,female,group B,some high school,standard,none,single,sometimes,yes,3,private,05-Oct,59,54,56
364,male,group E,some college,standard,none,married,sometimes,yes,1,school_bus,< 5,68,65,62
365,male,group A,some college,standard,completed,single,regularly,yes,,school_bus,05-Oct,80,69,67
366,female,group A,associate's degree,standard,none,divorced,sometimes,yes,0,school_bus,05-Oct,53,69,62
367,female,group B,some college,free/reduced,completed,married,regularly,yes,1,school_bus,< 5,62,74,72
368,female,group C,some college,standard,completed,married,regularly,no,3,private,05-Oct,56,66,69
369,male,group C,associate's degree,standard,none,single,regularly,yes,1,school_bus,05-Oct,67,60,64
370,male,group C,some high school,free/reduced,none,single,sometimes,yes,3,private,< 5,43,51,46
371,female,group E,some high school,standard,none,married,regularly,yes,2,private,05-Oct,77,84,80
372,female,group C,some college,free/reduced,none,divorced,regularly,no,3,private,05-Oct,58,75,73
373,female,group B,bachelor's degree,standard,none,divorced,sometimes,yes,2,school_bus,< 5,72,76,78
374,male,group A,some high school,free/reduced,none,married,sometimes,yes,2,private,< 5,44,39,38
375,female,group C,associate's degree,free/reduced,none,single,regularly,yes,5,school_bus,> 10,57,66,64
376,male,group D,some college,standard,completed,,sometimes,yes,0,school_bus,> 10,96,96,99
377,male,group C,some college,standard,completed,married,sometimes,,3,school_bus,< 5,63,62,60
378,male,group A,master's degree,standard,none,married,regularly,no,5,private,> 10,63,50,53
379,male,group D,some college,standard,completed,single,regularly,yes,,school_bus,< 5,69,70,75
380,female,group D,some high school,free/reduced,none,divorced,regularly,no,4,private,05-Oct,53,68,67
381,male,group D,some college,standard,none,single,never,no,,school_bus,> 10,63,67,65
382,female,group C,high school,standard,none,married,regularly,yes,5,private,> 10,59,76,72
383,female,group C,bachelor's degree,standard,none,married,never,no,1,school_bus,> 10,38,42,39
384,female,group B,bachelor's degree,standard,,married,never,no,3,school_bus,< 5,75,82,90
385,female,group C,some high school,free/reduced,completed,single,sometimes,yes,3,school_bus,< 5,38,52,56
386,male,group D,some high school,standard,none,divorced,sometimes,yes,1,school_bus,05-Oct,62,49,47
387,male,group E,high school,standard,none,married,sometimes,yes,1,private,05-Oct,95,83,83
388,male,group E,some college,standard,none,married,regularly,yes,3,private,05-Oct,100,89,85
389,female,group D,some high school,free/reduced,completed,married,regularly,no,3,school_bus,05-Oct,57,63,62
390,male,group D,high school,standard,none,married,regularly,yes,3,private,< 5,74,65,65
391,male,group D,bachelor's degree,standard,none,,regularly,yes,1,school_bus,05-Oct,57,62,60
392,male,group C,associate's degree,standard,none,single,sometimes,yes,1,private,05-Oct,71,53,50
393,male,group D,some college,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,71,72,66
394,female,group B,some college,free/reduced,none,married,sometimes,yes,0,school_bus,05-Oct,44,49,53
395,female,,,free/reduced,none,divorced,sometimes,no,1,school_bus,< 5,67,80,80
396,male,group D,associate's degree,standard,none,single,regularly,yes,1,school_bus,05-Oct,100,86,86
397,male,group C,bachelor's degree,standard,none,single,regularly,no,3,private,05-Oct,73,65,63
398,female,group C,some high school,standard,completed,single,regularly,yes,3,private,> 10,56,59,62
399,male,group C,bachelor's degree,free/reduced,,married,sometimes,no,3,school_bus,< 5,63,59,57
400,female,group D,some high school,free/reduced,completed,divorced,regularly,yes,0,school_bus,< 5,58,72,71
401,male,group D,some high school,free/reduced,completed,married,never,no,3,school_bus,05-Oct,53,61,52
402,female,group C,some college,free/reduced,none,,regularly,yes,4,private,,59,68,63
403,female,group C,some high school,standard,none,divorced,sometimes,no,2,school_bus,> 10,70,73,71
404,female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,2,school_bus,> 10,67,86,87
405,female,group D,some high school,free/reduced,none,divorced,never,yes,2,,< 5,41,59,57
406,male,group E,some college,free/reduced,none,widowed,regularly,,,,> 10,81,63,59
407,female,,high school,standard,none,divorced,regularly,yes,2,school_bus,> 10,50,55,55
408,female,group C,master's degree,free/reduced,none,married,regularly,no,3,school_bus,05-Oct,74,90,90
409,female,group E,high school,standard,completed,married,regularly,yes,2,school_bus,05-Oct,64,71,70
410,female,group E,high school,free/reduced,none,married,regularly,yes,3,private,> 10,76,83,78
